pr_id,o_id,o_it_id,pur_ts,del_date,es_del_date,ship_lim_date,status,cat,price,fr_val,pay_val,pay_typ,pay_seq,pay_inst,con_zip,rev_cr_date,rev_an_date,rs,sel_id,sel_zip,state,city,lat,lng
3f27ac8e699df3d300ec4a5d8c5cf0b2,0009c9a17f916a706d71784483a5d643,1,"2018-04-25 11:10:41","2018-04-30 19:54:25","2018-05-09 02:00:00","2018-05-02 11:31:53",delivered,consoles_games,639,11.34,650.34,credit_card,1,6,13044,"2018-05-01 02:00:00","2018-05-01 23:14:43",4,fcb5ace8bcc92f75707dc0f01a27d269,7032,SP,guarulhos,-23.5039,-46.5545
4fa33915031a8cde03dd0d3e8fb27f01,000aed2e25dbad2f9ddb70584c5a2ded,1,"2018-05-11 22:33:38","2018-05-18 18:46:31","2018-05-22 02:00:00","2018-05-16 22:57:03",delivered,perfumery,144,8.77,152.77,credit_card,1,1,13458,"2018-05-19 02:00:00","2018-05-22 12:52:24",1,fe2032dab1a61af8794248c8196565c9,13030,SP,campinas,-22.9250,-47.0743
b50c950aba0dcead2c48032a690ce817,000c3e6612759851cc3cbb4b83257986,1,"2017-08-12 12:08:57","2017-08-19 17:22:17","2017-09-01 02:00:00","2017-08-21 05:33:13",delivered,sports_leisure,99,13.71,112.71,boleto,1,1,13208,"2017-08-20 02:00:00","2017-08-20 21:56:31",5,218d46b86c1881d022bce9c68a7d4b15,14070,SP,"ribeirao preto",-21.1127,-47.7908
5ed9eaf534f6936b51d0b6c5e4d5c2e9,000e562887b1f2006d75e0be9558292e,1,"2018-02-22 12:54:42","2018-03-12 19:46:34","2018-03-19 01:00:00","2018-02-28 13:08:37",delivered,cool_stuff,25,16.11,41.11,credit_card,1,4,11533,"2018-03-13 01:00:00","2018-03-14 00:03:22",3,8cbac7e12637ed9cffa18c7875207478,89254,SC,"jaragua do sul",-26.4710,-49.1157
553e0e7590d3116a072507a3635d2877,000e63d38ae8c00bbcb5a30573b99628,1,"2018-03-23 20:48:26","2018-03-27 16:51:47","2018-04-05 02:00:00","2018-03-29 22:07:49",delivered,bed_bath_table,47.9,8.88,56.78,credit_card,1,1,4679,"2018-03-28 02:00:00","2018-03-28 20:32:10",3,1c129092bf23f28a5930387c980c0dfc,2972,SP,"sao paulo",-23.4812,-46.7105
57d79905de06d8897872c551bfd09358,000e906b789b55f64edcb1f84030f90d,1,"2017-11-21 19:54:23","2017-12-09 18:27:23","2017-12-07 01:00:00","2017-11-27 20:09:02",delivered,telephony,21.99,11.85,33.84,credit_card,1,3,18900,"2017-12-09 01:00:00","2017-12-11 10:55:13",3,ea8482cd71df3c1969d7b9473ff13abc,4160,SP,"sao paulo",-23.6255,-46.6120
1c05e0964302b6cf68ca0d15f326c6ba,000f25f4d72195062c040b12dce9a18a,1,"2018-03-07 11:33:13","2018-03-22 17:51:52","2018-04-11 02:00:00","2018-03-21 12:10:11",delivered,office_furniture,119.99,44.4,164.39,credit_card,1,1,27213,"2018-03-23 01:00:00","2018-03-24 05:17:06",4,7c67e1448b00f6e969d365cea6b010ab,8577,SP,itaquaquecetuba,-23.4861,-46.3667
5d7c23067ed3fc8c6e699b9373d5890b,001021efaa8636c29475e7734483457d,1,"2018-02-27 10:27:14","2018-03-08 21:06:33","2018-03-23 01:00:00","2018-03-05 10:35:41",delivered,fashion_bags_accessories,49,15.1,64.1,credit_card,1,3,86870,"2018-03-09 01:00:00","2018-03-13 15:04:38",4,6560211a19b47992c3666cc44a7e94c0,5849,SP,"sao paulo",-23.6524,-46.7558
5a419dbf24a8c9718fe522b81c69f61a,0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,"2017-09-11 19:39:33","2017-09-23 15:21:21","2017-09-27 02:00:00","2017-09-15 20:04:37",delivered,cool_stuff,48.9,16.6,65.5,credit_card,1,3,22461,"2017-09-24 02:00:00","2017-09-24 20:35:01",5,3504c0cb71d7fa48d967e0e4c94d59d9,9350,SP,maua,-23.6807,-46.4442
NULL,0010dedd556712d7bb69a19cb7bbd37a,NULL,"2017-10-21 21:32:06",NULL,"2017-11-03 01:00:00",NULL,unavailable,NULL,NULL,NULL,111.12,boleto,1,1,4851,"2017-11-08 01:00:00","2017-11-08 11:51:37",1,NULL,NULL,NULL,NULL,NULL,NULL
21b1c2f67a9aafb5af0eb06c13b9dbda,00119ff934e539cf26f92b9ef0cdfed8,1,"2017-08-06 02:42:49","2017-08-16 19:29:59","2017-08-31 02:00:00","2017-08-11 02:35:12",delivered,sports_leisure,219.9,16.98,236.88,credit_card,1,6,26263,"2017-08-17 02:00:00","2017-08-18 02:24:35",5,c864036feaab8c1659f65ea4faebe1da,83605,PR,"campo largo",-25.4510,-49.5588
c389f712c4b4510bc997cee93e8b1a28,0011d82c4b53e22e84023405fb467e57,1,"2018-01-16 22:43:23","2018-01-26 23:14:02","2018-02-15 01:00:00","2018-01-29 22:51:25",delivered,luggage_accessories,289,26.33,315.33,credit_card,1,2,1033,"2018-01-27 01:00:00","2018-01-28 14:18:49",4,bfd27a966d91cfaafdb25d076585f0da,13930,SP,"serra negra",-22.6146,-46.7096
1c0c0093a48f13ba70d0c6b0a9157cb7,00125cb692d04887809806618a2a145f,1,"2017-03-23 13:21:17","2017-04-07 17:32:47","2017-04-20 02:00:00","2017-03-29 15:05:42",delivered,furniture_decor,109.9,25.51,135.41,credit_card,1,1,75123,"2017-04-08 02:00:00","2017-04-13 18:42:37",5,41b39e28db005d9731d9d485a83b4c38,9220,SP,"santo andré",-23.6223,-46.5369
89321f94e35fc6d7903d36f74e351d40,00130c0eee84a3d909e75bc08c5c3ca1,1,"2018-06-11 23:17:00","2018-06-13 17:28:25","2018-06-20 02:00:00","2018-06-14 07:16:24",delivered,food,27.9,7.94,35.84,boleto,1,1,9820,"2018-06-14 02:00:00","2018-06-14 21:50:09",5,16090f2ca825584b5a147ab24aa30c86,12940,SP,atibaia,-23.1147,-46.5529
38afdf723b95d455b418a0f57d623c6b,0013503b13da1eac686219390b7d641b,1,"2017-12-06 00:40:59","2017-12-20 23:46:28","2017-12-28 01:00:00","2017-12-13 04:16:36",delivered,furniture_decor,119.9,17.32,137.22,boleto,1,1,6160,"2017-12-21 01:00:00","2017-12-24 06:03:01",5,1554a68530182680ad5c8b042c3ab563,37580,MG,"monte siao",-22.4302,-46.5734
672e757f331900b9deea127a2a7b79fd,00137e170939bba5a3134e2386413108,1,"2017-11-24 17:50:38","2017-12-11 20:12:55","2017-12-18 01:00:00","2017-11-30 07:30:55",delivered,agro_industry_and_commerce,397,24.65,421.65,boleto,1,1,22790,"2017-12-12 01:00:00","2017-12-13 12:08:31",4,e59aa562b9f8076dd550fcddf0e73491,82810,PR,curitiba,-25.4372,-49.2124
28b4eced95a52d9c437a4caf9d311b95,001427c0ec99cf8af737bd88e92fd444,1,"2018-04-07 20:51:22","2018-04-26 01:38:41","2018-05-10 02:00:00","2018-04-12 21:08:28",delivered,furniture_decor,59.9,23.35,83.25,credit_card,1,1,38304,"2018-04-26 02:00:00","2018-04-29 13:07:36",2,77530e9772f57a62c906e1c21538ab82,80310,PR,curitiba,-25.4569,-49.3095
e95ee6822b66ac6058e2e4aff656071a,00143d0f86d6fbd9f9b38ab440ac16f5,1,"2017-10-16 17:29:43","2017-10-27 20:43:56","2017-11-06 01:00:00","2017-10-20 18:07:52",delivered,sports_leisure,21.33,15.1,109.29,credit_card,1,1,74663,"2017-10-28 02:00:00","2017-10-29 01:20:11",1,a17f621c590ea0fab3d5d883e1630ec6,18055,SP,sorocaba,-23.4973,-47.5016
e95ee6822b66ac6058e2e4aff656071a,00143d0f86d6fbd9f9b38ab440ac16f5,2,"2017-10-16 17:29:43","2017-10-27 20:43:56","2017-11-06 01:00:00","2017-10-20 18:07:52",delivered,sports_leisure,21.33,15.1,109.29,credit_card,1,1,74663,"2017-10-28 02:00:00","2017-10-29 01:20:11",1,a17f621c590ea0fab3d5d883e1630ec6,18055,SP,sorocaba,-23.4973,-47.5016
e95ee6822b66ac6058e2e4aff656071a,00143d0f86d6fbd9f9b38ab440ac16f5,3,"2017-10-16 17:29:43","2017-10-27 20:43:56","2017-11-06 01:00:00","2017-10-20 18:07:52",delivered,sports_leisure,21.33,15.1,109.29,credit_card,1,1,74663,"2017-10-28 02:00:00","2017-10-29 01:20:11",1,a17f621c590ea0fab3d5d883e1630ec6,18055,SP,sorocaba,-23.4973,-47.5016
23365beed316535b4105bd800c46670e,0014ae671de39511f7575066200733b7,1,"2017-05-22 15:49:03","2017-06-07 15:52:52","2017-06-13 02:00:00","2017-05-29 05:15:24",delivered,telephony,16.5,14.1,30.6,boleto,1,1,83325,"2017-06-08 02:00:00","2017-06-09 16:25:13",5,92eb0f42c21942b6552362b9b114707d,3504,SP,"sao paulo",-23.5376,-46.5382
50fd2b788dc166edd20512370dac54df,0015ebb40fb17286bea51d4607c4733c,1,"2018-01-14 10:01:36","2018-02-01 21:29:51","2018-02-15 01:00:00","2018-01-18 10:11:24",delivered,electronics,21.9,15.1,37,credit_card,1,1,85948,"2018-02-02 01:00:00","2018-02-03 10:38:42",5,8b321bb669392f5163d04c59e235e066,1212,SP,"são paulo",-23.5383,-46.6394
b10eba910a974df70b8a12d0665cdb9e,00169e31ef4b29deaae414f9a5e95929,1,"2018-01-16 10:26:39","2018-01-23 21:19:04","2018-02-07 01:00:00","2018-01-23 04:35:47",delivered,bed_bath_table,39,16.11,55.11,boleto,1,1,22775,"2018-01-24 01:00:00","2018-01-25 00:36:29",1,a3e9a2c700480d9bb01fba070ba80a0e,14940,SP,ibitinga,-21.7573,-48.8297
4089861a1bd4685da70bddd6b4f974f1,0016dfedd97fc2950e388d2971d718c7,1,"2017-04-28 21:54:40","2017-05-22 20:32:21","2017-06-01 02:00:00","2017-05-05 12:05:12",delivered,garden_tools,49.75,20.8,17.92,voucher,2,1,45860,"2017-05-23 02:00:00","2017-05-24 22:08:51",5,a35124e2d763d7ca3fbe3b97d143200f,4041,SP,"sao paulo",-23.6014,-46.6448
4089861a1bd4685da70bddd6b4f974f1,0016dfedd97fc2950e388d2971d718c7,1,"2017-04-28 21:54:40","2017-05-22 20:32:21","2017-06-01 02:00:00","2017-05-05 12:05:12",delivered,garden_tools,49.75,20.8,52.63,credit_card,1,5,45860,"2017-05-23 02:00:00","2017-05-24 22:08:51",5,a35124e2d763d7ca3fbe3b97d143200f,4041,SP,"sao paulo",-23.6014,-46.6448
fe59a1e006df3ac42bf0ceb876d70969,0017afd5076e074a48f1f1a4c7bac9c5,1,"2017-04-07 00:16:10","2017-05-23 10:32:07","2017-05-19 02:00:00","2017-04-25 00:25:19",delivered,computers_accessories,809.1,44.29,853.39,credit_card,1,10,57250,"2017-05-21 02:00:00","2017-05-21 13:30:42",1,25c5c91f63607446a97b143d2d535d31,35680,MG,itauna,-20.0779,-44.5761
c6dd917a0be2a704582055949915ab32,001862358bf858722e1e2ae000cfed8b,1,"2018-02-06 20:11:57","2018-02-15 23:57:01","2018-03-02 01:00:00","2018-02-13 20:10:37",delivered,cool_stuff,99.99,13.72,113.71,credit_card,1,2,12530,"2018-02-16 01:00:00","2018-02-20 15:11:32",5,7a67c85e85bb2ce8582c35f2203ad736,3426,SP,"sao paulo",-23.5523,-46.5369
28b4eced95a52d9c437a4caf9d311b95,0019c29108428acffd089c36103c9440,1,"2018-03-06 07:40:28","2018-03-16 23:34:53","2018-04-11 02:00:00","2018-03-12 07:50:26",delivered,furniture_decor,59.9,19.95,79.85,credit_card,1,7,37580,"2018-03-17 01:00:00","2018-03-20 17:33:35",5,77530e9772f57a62c906e1c21538ab82,80310,PR,curitiba,-25.4569,-49.3095
0b0172eb0fd18479d29c3bc122c058c2,001ab0a7578dd66cd4b0a71f5b6e1e41,1,"2017-12-27 01:38:47","2018-01-17 21:43:29","2018-01-29 01:00:00","2018-01-04 03:33:42",delivered,electronics,24.89,17.63,127.56,boleto,1,1,40055,"2018-01-18 01:00:00","2018-01-25 04:07:10",4,5656537e588803a555b8eb41f07a944b,72015,DF,brasília,-15.8382,-48.0534
0b0172eb0fd18479d29c3bc122c058c2,001ab0a7578dd66cd4b0a71f5b6e1e41,2,"2017-12-27 01:38:47","2018-01-17 21:43:29","2018-01-29 01:00:00","2018-01-04 03:33:42",delivered,electronics,24.89,17.63,127.56,boleto,1,1,40055,"2018-01-18 01:00:00","2018-01-25 04:07:10",4,5656537e588803a555b8eb41f07a944b,72015,DF,brasília,-15.8382,-48.0534
0b0172eb0fd18479d29c3bc122c058c2,001ab0a7578dd66cd4b0a71f5b6e1e41,3,"2017-12-27 01:38:47","2018-01-17 21:43:29","2018-01-29 01:00:00","2018-01-04 03:33:42",delivered,electronics,24.89,17.63,127.56,boleto,1,1,40055,"2018-01-18 01:00:00","2018-01-25 04:07:10",4,5656537e588803a555b8eb41f07a944b,72015,DF,brasília,-15.8382,-48.0534
dbaee28f4ee64465838a229582d77520,001ac194d4a326a6fa99b581e9a3d963,1,"2018-07-04 13:39:11","2018-07-12 19:48:49","2018-07-17 02:00:00","2018-07-10 04:51:10",delivered,construction_tools_construction,54,8.54,62.54,boleto,1,1,11500,"2018-07-13 02:00:00","2018-07-13 23:02:34",5,ffc470761de7d0232558ba5e786e57b7,7091,SP,guarulhos,-23.4642,-46.5393
dbb67791e405873b259e4656bf971246,001b76dd48a5b1eee3e87778daa40df8,1,"2018-03-26 19:42:53","2018-04-06 20:36:23","2018-04-27 02:00:00","2018-04-02 19:50:17",delivered,computers_accessories,81.99,13.01,95,credit_card,1,3,15768,"2018-04-07 02:00:00","2018-04-08 03:01:25",5,9c0e69c7bf2619675bbadf47b43f655a,12230,SP,"sao jose dos campos",-23.2245,-45.8878
84f456958365164420cfc80fbe4c7fab,001c85b5f68d2be0cb0797afc9e8ce9a,1,"2017-11-24 20:19:18","2017-12-22 19:37:40","2017-12-14 01:00:00","2017-11-29 23:38:47",delivered,bed_bath_table,99,13.71,112.71,credit_card,1,4,8072,"2017-12-16 01:00:00","2017-12-20 22:03:14",2,4a3ca9315b744ce9f8e9374361493884,14940,SP,ibitinga,-21.7573,-48.8297
e67307ff0f15ade43fcb6e670be7a74c,001d8f0e34a38c37f7dba2a37d4eba8b,1,"2017-05-14 19:19:44","2017-05-26 15:14:50","2017-05-24 02:00:00","2017-05-18 19:35:11",delivered,health_beauty,18.99,7.78,53.54,credit_card,1,2,2929,"2017-05-26 02:00:00","2017-05-26 22:19:13",1,f4aba7c0bca51484c30ab7bdc34bcdd1,1031,SP,"sao paulo",-23.5419,-46.6351
e67307ff0f15ade43fcb6e670be7a74c,001d8f0e34a38c37f7dba2a37d4eba8b,2,"2017-05-14 19:19:44","2017-05-26 15:14:50","2017-05-24 02:00:00","2017-05-18 19:35:11",delivered,health_beauty,18.99,7.78,53.54,credit_card,1,2,2929,"2017-05-26 02:00:00","2017-05-26 22:19:13",1,f4aba7c0bca51484c30ab7bdc34bcdd1,1031,SP,"sao paulo",-23.5419,-46.6351
30c01cc81c9eb80469371743813789cc,001daeb0eddc45b999bad0801ad9d273,1,"2017-05-18 01:19:34","2017-06-08 17:34:07","2017-06-19 02:00:00","2017-05-25 04:15:20",delivered,pet_shop,38.33,16.79,55.12,boleto,1,1,48475,"2017-06-09 02:00:00","2017-06-10 04:19:55",5,f45122a9ab94eb4f3f8953578bc0c560,13419,SP,piracicaba,-22.7290,-47.6411
777d2e438a1b645f3aec9bd57e92672c,001dbc16dc51075e987543d23a0507c7,1,"2017-01-28 14:17:57","2017-02-13 14:17:47","2017-03-20 01:00:00","2017-02-01 14:17:57",delivered,bed_bath_table,69.9,18,87.9,credit_card,1,1,36240,"2017-02-14 01:00:00","2017-02-20 18:07:46",5,4a3ca9315b744ce9f8e9374361493884,14940,SP,ibitinga,-21.7573,-48.8297
884fa3cd42986ba480ea2f8ae4e25ff7,001e7ba991be1b19605ca0316e7130f9,1,"2017-03-18 12:47:37","2017-03-28 16:23:33","2017-04-12 02:00:00","2017-03-23 12:47:37",delivered,computers_accessories,195,18.21,213.21,credit_card,1,10,79117,"2017-03-29 02:00:00","2017-03-31 16:40:45",5,3340ef1913fb70d28420f6ceb685c339,87040,PR,maringa,-23.4137,-51.9075
bdcf6a834e8faa30dac3886c7a58e92e,001e7cf2ad6bef3ade12ebc56ceaf0f3,1,"2018-05-19 12:29:23","2018-06-04 20:08:23","2018-06-05 02:00:00","2018-05-22 12:59:50",delivered,health_beauty,35.9,15.2,51.1,credit_card,1,2,38550,"2018-06-05 02:00:00","2018-06-06 21:01:54",1,2a84855fd20af891be03bc5924d2b453,30111,MG,"belo horizonte",-19.9178,-43.9424
a5341e3f8155dbb3e62323d3ea289729,0020262c8a370bd5a174ea6a2a267321,1,"2017-11-28 10:32:49","2017-12-02 13:27:33","2017-12-22 01:00:00","2017-12-04 10:58:07",delivered,furniture_decor,79.5,21.05,100.55,credit_card,1,2,83280,"2017-12-03 01:00:00","2017-12-03 18:06:39",4,ff063b022a9a0aab91bad2c9088760b7,9171,SP,"santo andre",-23.7002,-46.5131
e19ddcc85537b41f22116c8d5425ef46,0020a222f55eb79a372d0efee3cca688,1,"2017-08-15 04:45:18","2017-08-24 21:19:56","2017-09-06 02:00:00","2017-08-21 05:03:44",delivered,furniture_decor,29.99,15.1,45.09,credit_card,1,4,27273,"2017-08-25 02:00:00","2017-08-26 07:26:29",5,8a32e327fe2c1b3511609d81aaf9f042,2443,SP,"sao paulo",-23.4730,-46.6474
e6b6e13cf71449a457269f425b89dc74,002175704e8b209f61b9ad5cfd92b60e,1,"2018-04-22 14:13:25","2018-05-02 22:38:44","2018-05-14 02:00:00","2018-04-26 14:30:57",delivered,audio,109.9,13.21,123.11,credit_card,1,3,14802,"2018-05-03 02:00:00","2018-05-06 15:42:10",4,b2ba3715d723d245138f291a6fe42594,3470,SP,"sao paulo",-23.5691,-46.5223
13fcfc313dfb2217e5ee3000a702f9ef,00229e4e43f7a7e0b9dd819ad43268d3,1,"2018-03-31 18:41:54","2018-04-05 21:02:44","2018-04-26 02:00:00","2018-04-10 18:50:11",delivered,sports_leisure,74.9,16.49,91.39,credit_card,1,1,9710,"2018-04-06 02:00:00","2018-04-10 02:22:02",5,c3cfdc648177fdbbbb35635a37472c53,80610,PR,curitiba,-25.4700,-49.2898
4e3f399366b0047a572b6682f9bb166e,0025081dcf9330f9a5052ae82c6ce396,1,"2018-03-27 18:25:35","2018-04-06 01:48:37","2018-04-17 02:00:00","2018-04-02 18:35:20",delivered,books_technical,14.95,18.23,33.18,credit_card,1,3,35064,"2018-04-06 02:00:00","2018-04-07 13:41:49",5,5f3ae9136c875522250f8184f253413a,1550,SP,"sao paulo",-23.5731,-46.6162
18901878788fec7ddc55e64d1ace8187,00254baeb6c932b0a8aeead91fbd02b5,1,"2018-05-08 23:45:54","2018-05-30 21:38:36","2018-06-05 02:00:00","2018-05-15 00:14:46",delivered,baby,149.9,43.11,193.01,credit_card,1,2,60125,"2018-05-31 02:00:00","2018-06-01 01:19:37",5,e8b4225284fbb02d16f200513f1f395d,14960,SP,"novo horizonte",-21.4696,-49.2222
0c4d0a08f95c7b7dc5dc7402bfdafd4c,00259a44fcad3fc0474329e925d14fc3,1,"2017-12-27 18:52:11","2018-01-04 14:32:46","2018-01-22 01:00:00","2018-01-03 18:59:35",delivered,computers_accessories,19.99,14.1,34.09,credit_card,1,1,31650,"2018-01-05 01:00:00","2018-01-07 22:46:43",4,9f505651f4a6abe901a56cdc21508025,4102,SP,"sao paulo",-23.5898,-46.6326
35537536ed2b4c561b4018bf3abf54e0,0025c5d1a8ca53a240ec2634bb4492ea,1,"2018-07-08 11:17:59","2018-07-31 12:51:58","2018-08-03 02:00:00","2018-07-10 11:30:09",delivered,sports_leisure,390,29.39,419.39,credit_card,1,7,61979,"2018-08-01 02:00:00","2018-08-03 17:21:12",5,955fee9216a65b617aa5c0531780ce60,4782,SP,"sao paulo",-23.6910,-46.7038
fe077ec80df6b4ee60bb4498d5ab1962,002611a77fe03d076285fd4ca95db77c,1,"2018-02-27 18:46:23","2018-03-22 20:03:31","2018-03-26 02:00:00","2018-03-07 03:49:09",delivered,computers_accessories,135,21.75,156.75,boleto,1,1,72318,"2018-03-23 01:00:00","2018-03-30 15:42:41",4,87142160b41353c4e5fca2360caf6f92,90230,RS,"porto alegre",-30.0082,-51.2013
430d215740da7fdda91cc938f8fd92f6,002691433f09002ac9ca0c4e8dbb8ead,1,"2017-02-02 22:18:03","2017-02-07 14:04:37","2017-03-03 01:00:00","2017-02-06 22:18:03",delivered,telephony,104,16.43,120.43,credit_card,1,1,90030,"2017-02-08 01:00:00","2017-02-11 14:47:50",5,0887a9f087bcd5d9f6642b52f897fc6c,11990,SP,cananeia,-25.0093,-47.9320
